date,test_value,predicted_value
2018-07-30,189.91000366210938,191.27823541676727
2018-07-31,190.2899932861328,191.17428161839888
2018-08-01,201.5,190.7669003999204
2018-08-02,207.38999938964844,190.40301903910637
2018-08-03,207.99000549316406,190.77451411651796
2018-08-06,209.07000732421875,190.83653225744604
2018-08-07,207.11000061035156,190.89584207548944
2018-08-08,207.25,190.89584207548944
2018-08-09,208.8800048828125,190.86461772003636
2018-08-10,207.52999877929688,190.86461772003636
2018-08-13,208.8699951171875,190.89584207548944
2018-08-14,209.75,190.89584207548944
2018-08-15,210.24000549316406,190.89584207548944
2018-08-16,213.32000732421875,190.86461772003636
2018-08-17,217.5800018310547,190.86461772003636
2018-08-20,215.4600067138672,190.89584207548944
2018-08-21,215.0399932861328,190.89584207548944
2018-08-22,215.0500030517578,190.89584207548944
2018-08-23,215.49000549316406,190.86461772003636
2018-08-24,216.16000366210938,190.86461772003636
2018-08-27,217.94000244140625,190.89584207548944
2018-08-28,219.6999969482422,190.89584207548944
2018-08-29,222.97999572753906,190.89584207548944
2018-08-30,225.02999877929688,190.86461772003636
2018-08-31,227.6300048828125,190.86461772003636
2018-09-04,228.36000061035156,190.89584207548944
2018-09-05,226.8699951171875,190.89584207548944
2018-09-06,223.10000610351562,190.86461772003636
2018-09-07,221.3000030517578,190.86461772003636
2018-09-10,218.3300018310547,190.89584207548944
2018-09-11,223.85000610351562,190.89584207548944
2018-09-12,221.07000732421875,190.89584207548944
2018-09-13,226.41000366210938,190.86461772003636
2018-09-14,223.83999633789062,190.86461772003636
2018-09-17,217.8800048828125,190.89584207548944
2018-09-18,218.24000549316406,190.89584207548944
2018-09-19,218.3699951171875,190.89584207548944
2018-09-20,220.02999877929688,190.86461772003636
2018-09-21,217.66000366210938,190.86461772003636
2018-09-24,220.7899932861328,190.89584207548944
2018-09-25,222.19000244140625,190.89584207548944
2018-09-26,220.4199981689453,190.89584207548944
2018-09-27,224.9499969482422,190.86461772003636
2018-09-28,225.74000549316406,190.86461772003636
